Shipment Date,CountryName,Product,BDS$_Value,,,,,,,
23-Jul-15,Canada,SAILS,"$1,258.10",,,,,,,
27-Jul-15,United States,RESISTORS,"$2,880.00",,,,,,,
28-Jul-15,United States,MALT,"$29,275.00",,,,,,,
28-Jul-15,United States,SAILS,"$1,480.00",,,,,,,
28-Jul-15,United States,SAILS,"$2,079.56",,,,,,,
28-Jul-15,United States,SAILS,"$4,634.90",,,,,,,
28-Jul-15,United States,SAILS,"$1,455.28",,,,,,,
28-Jul-15,United States,SAILS,"$4,824.20",,,,,,,
28-Jul-15,United States,SAILS,"$4,423.98",,,,,,,
28-Jul-15,United States,RUM,"$404,536.16",,,,,,,
28-Jul-15,Canada,SAILS,"$1,262.36",,,,,,,
29-Jul-15,United States,TORTUGA RUM CAKES,"$120,525.00",,,,,,,
31-Jul-15,United States,SWEETENED & UNSWEETENED BISCUITS,"$99,617.00",,,,,,,
05-Aug-15,United States,SAILS,"$6,624.70",,,,,,,
05-Aug-15,United States,SAILS,"$11,398.72",,,,,,,
05-Aug-15,United States,SAILS,"$1,606.00",,,,,,,
05-Aug-15,United States,BROWNING,"$66,179.50",,,,,,,
07-Aug-15,United States,RUM,"$598,839.24",,,,,,,
07-Aug-15,Canada,RUM,"$220,268.18",,,,,,,
10-Aug-15,United States,RUM,"$470,592.00",,,,,,,
11-Aug-15,United States,SAILS,"$2,095.00",,,,,,,
11-Aug-15,United States,SAILS,"$1,283.76",,,,,,,
11-Aug-15,United States,SAILS,$670.46,,,,,,,
11-Aug-15,United States,SAILS,"$2,325.00",,,,,,,
11-Aug-15,United States,SAILS,"$2,310.00",,,,,,,
11-Aug-15,Canada,CUT FLOWERS,"$2,337.00",,,,,,,
11-Aug-15,Canada,CUT FLOWERS,"$3,083.10",,,,,,,
12-Aug-15,United States,RESISTORS,"$177,847.26",,,,,,,
12-Aug-15,United States,TORTUGA RUM CAKES,"$133,794.00",,,,,,,
12-Aug-15,Canada,RUM,"$305,125.50",,,,,,,
12-Aug-15,Canada,RUM,"$221,166.34",,,,,,,
12-Aug-15,Canada,RUM,"$288,532.12",,,,,,,
13-Aug-15,United States,RUM,"$211,717.08",,,,,,,
14-Aug-15,United States,SWEETENED BISCUITS,"$98,672.40",,,,,,,
14-Aug-15,United States,RUM,"$605,955.24",,,,,,,
17-Aug-15,United States,RUM,"$470,592.00",,,,,,,
17-Aug-15,Canada,RUM,"$220,944.24",,,,,,,
18-Aug-15,United States,SAILS,"$4,000.00",,,,,,,
18-Aug-15,United States,SAILS,"$6,414.48",,,,,,,
18-Aug-15,United States,SAILS,"$12,174.62",,,,,,,
18-Aug-15,United States,RESISTORS,"$206,327.20",,,,,,,
18-Aug-15,United States,SAILS,"$8,390.00",,,,,,,
18-Aug-15,Canada,SWEETENED & UNSWEETENED BISCUITS,"$40,368.00",,,,,,,
19-Aug-15,United States,TORTUGA CAKES,"$131,958.40",,,,,,,
20-Aug-15,United States,TORTUGA RUM CAKES,"$7,680.00",,,,,,,
21-Aug-15,United States,MAGARINE,"$7,491.50",,,,,,,
21-Aug-15,United States,RUM,"$212,236.48",,,,,,,
21-Aug-15,Canada,RUM,"$86,852.70",,,,,,,
24-Aug-15,Canada,ACKEES,"$4,100.00",,,,,,,
25-Aug-15,United States,PEPPERSAUCE,"$11,939.10",,,,,,,
25-Aug-15,United States,RESISTORS,"$985,948.00",,,,,,,
25-Aug-15,United States,TORTUGA RUM CAKES,"$63,520.00",,,,,,,
25-Aug-15,United States,BEER,"$65,440.00",,,,,,,
26-Aug-15,United States,KOLA TONIC,"$6,160.00",,,,,,,
26-Aug-15,United States,MAUBY SYRUP,"$14,805.00",,,,,,,
26-Aug-15,United States,RUM,"$121,556.76",,,,,,,
26-Aug-15,United States,RUM,"$637,767.24",,,,,,,
27-Aug-15,Canada,RUM,"$129,490.76",,,,,,,
27-Aug-15,Canada,RUM,"$114,326.70",,,,,,,
28-Aug-15,United States,RUM,"$120,196.10",,,,,,,
28-Aug-15,Canada,RUM,"$176,580.00",,,,,,,
28-Aug-15,Canada,RUM,"$215,025.04",,,,,,,
31-Aug-15,United States,RUM,"$59,750.30",,,,,,,
31-Aug-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
03-Sep-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
03-Sep-15,United States,TORTUGA RUM CAKES,"$138,664.00",,,,,,,
03-Sep-15,Canada,BREADFRUIT,"$4,850.00",,,,,,,
04-Sep-15,United States,RUM,"$630,297.24",,,,,,,
07-Sep-15,United States,RESISTORS,"$333,263.56",,,,,,,
08-Sep-15,United States,SAILS,"$6,388.00",,,,,,,
08-Sep-15,United States,SAILS,"$8,893.00",,,,,,,
08-Sep-15,United States,SAILS,"$3,732.72",,,,,,,
08-Sep-15,United States,SAILS,"$3,147.68",,,,,,,
08-Sep-15,United States,RESISTORS,"$152,507.40",,,,,,,
08-Sep-15,United States,SAILS,"$4,043.70",,,,,,,
09-Sep-15,United States,TORTUGA RUM CAKES,"$64,300.00",,,,,,,
09-Sep-15,Canada,RUM,"$116,369.08",,,,,,,
11-Sep-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
11-Sep-15,United States,LABELS,"$2,086.80",,,,,,,
11-Sep-15,United States,RUM,"$23,580.80",,,,,,,
11-Sep-15,United States,RUM,"$623,498.84",,,,,,,
11-Sep-15,Canada,BREADFRUIT,"$5,700.00",,,,,,,
11-Sep-15,Canada,GOLDEN APPLES,"$2,850.00",,,,,,,
14-Sep-15,United States,FRUTEE,"$30,600.00",,,,,,,
14-Sep-15,United States,RESISTORS,"$173,663.10",,,,,,,
14-Sep-15,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
15-Sep-15,United States,SAILS,$989.50,,,,,,,
15-Sep-15,United States,SAILS,"$17,011.34",,,,,,,
15-Sep-15,United States,SAILS,"$4,081.56",,,,,,,
16-Sep-15,United States,TORTUGA RUM CAKES,"$138,520.00",,,,,,,
16-Sep-15,Canada,CUT FLOWERS,"$1,704.00",,,,,,,
16-Sep-15,Canada,CUT FLOWERS,"$1,770.30",,,,,,,
17-Sep-15,United States,PEPPERSAUCE,"$6,249.10",,,,,,,
17-Sep-15,United States,UNSWEETENED BISCUITS,"$100,196.00",,,,,,,
18-Sep-15,United States,FRUTEE,"$30,600.00",,,,,,,
18-Sep-15,United States,RUM,"$443,779.36",,,,,,,
18-Sep-15,United States,RUM,"$191,061.08",,,,,,,
18-Sep-15,United States,LABELS,"$5,302.34",,,,,,,
18-Sep-15,Canada,RUM,"$105,609.66",,,,,,,
21-Sep-15,United States,RUM,"$119,477.76",,,,,,,
21-Sep-15,United States,RUM,"$32,384.24",,,,,,,
21-Sep-15,United States,RUM,"$226,983.88",,,,,,,
21-Sep-15,Canada,RUM,"$123,586.60",,,,,,,
21-Sep-15,Canada,RUM,"$213,977.26",,,,,,,
22-Sep-15,United States,SAILS,"$4,504.00",,,,,,,
22-Sep-15,United States,SAILS,"$14,210.36",,,,,,,
22-Sep-15,United States,SAILS,"$4,612.64",,,,,,,
22-Sep-15,United States,SAILS,"$2,759.00",,,,,,,
22-Sep-15,United States,SAILS,"$18,806.88",,,,,,,
22-Sep-15,United States,RESISTORS,"$43,290.28",,,,,,,
22-Sep-15,United States,RUM,"$183,380.28",,,,,,,
22-Sep-15,Canada,RUM,"$213,546.64",,,,,,,
23-Sep-15,United States,TORTUGA RUM CAKES,"$146,400.00",,,,,,,
25-Sep-15,United States,RUM,"$959,163.12",,,,,,,
28-Sep-15,United States,BREADFRUIT,"$1,250.00",,,,,,,
28-Sep-15,Canada,RUM,"$212,239.80",,,,,,,
29-Sep-15,United States,SAILS,"$7,790.00",,,,,,,
29-Sep-15,United States,SAILS,"$1,933.76",,,,,,,
29-Sep-15,United States,SAILS,"$23,088.96",,,,,,,
29-Sep-15,United States,SAILS,"$4,560.00",,,,,,,
29-Sep-15,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
30-Sep-15,United States,RESISTORS,"$424,648.58",,,,,,,
30-Sep-15,United States,TORTUGA RUM CAKES,"$14,400.00",,,,,,,
30-Sep-15,Canada,RUM,"$100,011.80",,,,,,,
01-Oct-15,United States,SAILS,"$1,433.50",,,,,,,
01-Oct-15,United States,RUM,"$470,592.00",,,,,,,
02-Oct-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
02-Oct-15,United States,RUM,"$35,844.48",,,,,,,
02-Oct-15,Canada,RUM,$433.28,,,,,,,
02-Oct-15,Canada,BREADFRUIT,"$2,500.00",,,,,,,
05-Oct-15,United States,PEPPERSAUCE,"$5,990.00",,,,,,,
05-Oct-15,Canada,RUM,"$123,596.78",,,,,,,
05-Oct-15,Canada,CUT FLOWERS,"$1,704.00",,,,,,,
05-Oct-15,Canada,CUT FLOWERS,"$1,771.40",,,,,,,
06-Oct-15,United States,SAILS,"$10,800.00",,,,,,,
06-Oct-15,United States,SAILS,"$6,974.16",,,,,,,
06-Oct-15,United States,SAILS,"$9,824.24",,,,,,,
06-Oct-15,United States,SAILS,"$6,985.52",,,,,,,
06-Oct-15,United States,SAILS,"$1,735.60",,,,,,,
06-Oct-15,United States,RUM,"$234,641.88",,,,,,,
06-Oct-15,Canada,RUM,"$146,317.60",,,,,,,
07-Oct-15,United States,FRUTEE,"$30,350.00",,,,,,,
07-Oct-15,United States,RESISTORS,"$132,304.18",,,,,,,
07-Oct-15,United States,TORTUGA RUM CAKES,"$138,460.00",,,,,,,
08-Oct-15,United States,MAGARINE,"$8,647.50",,,,,,,
08-Oct-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
08-Oct-15,United States,HERBAL BALM,"$13,400.00",,,,,,,
08-Oct-15,Canada,BREADFRUIT,"$2,500.00",,,,,,,
12-Oct-15,United States,SWEETENED BISCUITS,"$98,934.28",,,,,,,
13-Oct-15,United States,PEPPERSAUCE,"$5,990.00",,,,,,,
13-Oct-15,United States,SAILS,"$5,258.88",,,,,,,
13-Oct-15,United States,SAILS,"$3,762.70",,,,,,,
13-Oct-15,United States,SAILS,"$1,022.68",,,,,,,
13-Oct-15,Canada,RUM,"$246,405.16",,,,,,,
14-Oct-15,United States,SYRUPS,"$29,140.00",,,,,,,
14-Oct-15,United States,TORTUGA RUM CAKES,"$138,160.00",,,,,,,
15-Oct-15,United States,ESSENCES,"$10,340.00",,,,,,,
15-Oct-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
15-Oct-15,Canada,BREADFRUIT,"$2,500.00",,,,,,,
16-Oct-15,United States,PEPPERSAUCE,"$12,128.90",,,,,,,
16-Oct-15,United States,RUM,"$197,953.08",,,,,,,
19-Oct-15,Canada,RUM,"$127,940.68",,,,,,,
20-Oct-15,United States,SAILS,"$2,435.50",,,,,,,
20-Oct-15,United States,SAILS,"$13,142.14",,,,,,,
20-Oct-15,United States,SAILS,"$2,684.28",,,,,,,
20-Oct-15,United States,SWEETENED & UNSWEETENED BISCUITS,"$104,354.80",,,,,,,
21-Oct-15,United States,BREADFRUITS,"$2,500.00",,,,,,,
21-Oct-15,Canada,BREADFRUITS,"$2,500.00",,,,,,,
22-Oct-15,United States,TORTUGA RUM CAKES,"$121,660.00",,,,,,,
23-Oct-15,United States,RUM,"$59,817.64",,,,,,,
23-Oct-15,Canada,RUM,"$206,534.62",,,,,,,
26-Oct-15,United States,RUM,"$265,705.08",,,,,,,
26-Oct-15,Canada,AVOCADOS,"$2,540.00",,,,,,,
27-Oct-15,United States,SAILS,"$5,053.20",,,,,,,
27-Oct-15,United States,SAILS,"$8,512.30",,,,,,,
27-Oct-15,United States,SAILS,"$16,954.14",,,,,,,
27-Oct-15,United States,SAILS,"$1,607.02",,,,,,,
27-Oct-15,United States,CONDIMENTS,"$79,419.50",,,,,,,
27-Oct-15,Canada,SAILS,"$4,160.00",,,,,,,
27-Oct-15,Canada,RUM,"$206,326.14",,,,,,,
28-Oct-15,United States,BEER,"$32,720.00",,,,,,,
29-Oct-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
29-Oct-15,United States,RUM,"$900,094.32",,,,,,,
30-Oct-15,Canada,CUT FLOWERS,"$2,522.00",,,,,,,
30-Oct-15,Canada,CUT FLOWERS,"$2,618.00",,,,,,,
02-Nov-15,United States,BREADFRUIT,"$2,500.00",,,,,,,
02-Nov-15,United States,SWEETENED BISCUITS,"$106,359.60",,,,,,,
02-Nov-15,Canada,BREADFRUIT,"$3,000.00",,,,,,,
03-Nov-15,United States,SAILS,"$2,571.50",,,,,,,
03-Nov-15,United States,SAILS,"$1,260.00",,,,,,,
03-Nov-15,United States,SAILS,"$18,795.62",,,,,,,
03-Nov-15,United States,SAILS,"$1,194.90",,,,,,,
03-Nov-15,United States,SAILS,"$3,950.00",,,,,,,
03-Nov-15,United States,RUM,"$192,904.68",,,,,,,
04-Nov-15,United States,CONFECTIONERY,"$7,455.60",,,,,,,
04-Nov-15,United States,ESSENCES,"$9,900.00",,,,,,,
04-Nov-15,United States,KOLA TONIC,"$12,320.00",,,,,,,
04-Nov-15,United States,MAGARINE,"$14,556.00",,,,,,,
04-Nov-15,United States,TORTUGA RUM CAKES,"$133,870.80",,,,,,,
06-Nov-15,United States,RUM,"$188,284.52",,,,,,,
06-Nov-15,United States,RUM,"$409,608.16",,,,,,,
09-Nov-15,United States,PLUS,"$4,625.00",,,,,,,
09-Nov-15,United States,SAILS,"$2,610.00",,,,,,,
09-Nov-15,United States,SAILS,"$10,304.40",,,,,,,
10-Nov-15,Canada,BREADFRUIT,"$6,000.00",,,,,,,
11-Nov-15,United States,RUM,"$186,660.22",,,,,,,
11-Nov-15,United States,TORTUGA RUM CAKES,"$123,630.00",,,,,,,
11-Nov-15,Canada,RUM,"$206,950.66",,,,,,,
12-Nov-15,United States,RESISTORS,"$220,150.70",,,,,,,
12-Nov-15,Canada,RUM,"$60,335.80",,,,,,,
13-Nov-15,United States,SAILS,"$4,580.40",,,,,,,
13-Nov-15,United States,RUM,"$204,343.08",,,,,,,
16-Nov-15,Canada,RUM,"$206,695.32",,,,,,,
17-Nov-15,United States,SAILS,"$2,824.52",,,,,,,
17-Nov-15,United States,RESISTORS,"$75,460.62",,,,,,,
18-Nov-15,United States,RUM,"$266,233.04",,,,,,,
18-Nov-15,United States,RUM,"$119,900.64",,,,,,,
18-Nov-15,United States,TORTUGA RUM CAKES,"$64,800.00",,,,,,,
18-Nov-15,Canada,CLAYTONS KOLA TONIC,"$7,300.00",,,,,,,
18-Nov-15,Canada,ESSENCES,$980.00,,,,,,,
18-Nov-15,Canada,MARGARINE,"$5,051.00",,,,,,,
18-Nov-15,Canada,MAUBY SYRUP,"$34,075.00",,,,,,,
19-Nov-15,United States,RESISTORS,"$1,137.00",,,,,,,
19-Nov-15,Canada,"CONDIMENTS, SAUCES & SEASONINGS","$17,683.60",,,,,,,
20-Nov-15,Canada,JELLY,"$4,800.00",,,,,,,
24-Nov-15,United States,SAILS,"$13,728.96",,,,,,,
24-Nov-15,United States,SAILS,"$1,108.00",,,,,,,
24-Nov-15,United States,SAILS,"$1,055.24",,,,,,,
24-Nov-15,United States,SAILS,"$22,505.04",,,,,,,
24-Nov-15,United States,SAILS,"$7,830.68",,,,,,,
24-Nov-15,United States,SAILS,"$3,840.00",,,,,,,
24-Nov-15,United States,SAILS,"$3,125.62",,,,,,,
25-Nov-15,United States,RESISTORS,"$106,386.62",,,,,,,
25-Nov-15,Canada,CUT FLOWERS,"$2,442.00",,,,,,,
25-Nov-15,Canada,CUT FLOWERS,"$2,688.60",,,,,,,
26-Nov-15,United States,RESISTORS,"$95,166.00",,,,,,,
27-Nov-15,United States,RUM,"$59,805.32",,,,,,,
02-Dec-15,United States,SAILS,"$1,871.00",,,,,,,
02-Dec-15,United States,SAILS,"$8,484.06",,,,,,,
02-Dec-15,United States,SAILS,"$5,120.64",,,,,,,
02-Dec-15,United States,SAILS,"$6,114.70",,,,,,,
02-Dec-15,United States,SAILS,"$9,153.86",,,,,,,
02-Dec-15,United States,TORTUGA RUM CAKES,"$54,320.00",,,,,,,
02-Dec-15,Canada,RUM,"$47,980.80",,,,,,,
02-Dec-15,Canada,RUM,"$75,932.00",,,,,,,
07-Dec-15,United States,RESISTORS,"$309,821.82",,,,,,,
07-Dec-15,United States,RUM,"$459,641.76",,,,,,,
07-Dec-15,United States,RUM,"$205,939.88",,,,,,,
07-Dec-15,United States,RESISTORS,"$1,000.00",,,,,,,
07-Dec-15,United States,RESISTORS,$454.00,,,,,,,
08-Dec-15,United States,SAILS,"$14,024.98",,,,,,,
08-Dec-15,United States,SAILS,"$1,112.38",,,,,,,
08-Dec-15,United States,SAILS,"$1,983.86",,,,,,,
08-Dec-15,United States,SAILS,"$6,755.86",,,,,,,
08-Dec-15,United States,RESISTORS,"$88,980.32",,,,,,,
08-Dec-15,Canada,SAILS,"$1,270.00",,,,,,,
11-Dec-15,United States,RUM,"$60,253.34",,,,,,,
11-Dec-15,Canada,RUM,"$204,480.90",,,,,,,
14-Dec-15,United States,UNSWEETENED BISCUITS,"$95,480.00",,,,,,,
14-Dec-15,United States,RUM,"$419,007.76",,,,,,,
15-Dec-15,United States,SAILS,"$2,806.00",,,,,,,
15-Dec-15,United States,SAILS,"$2,047.30",,,,,,,
15-Dec-15,Canada,RUM,"$112,674.64",,,,,,,
15-Dec-15,Canada,BREADFRUIT,"$6,000.00",,,,,,,
16-Dec-15,United States,SAILS,"$2,550.00",,,,,,,
16-Dec-15,United States,TORTUGA RUM CAKES,"$64,080.00",,,,,,,
17-Dec-15,United States,LABELS,"$5,064.50",,,,,,,
21-Dec-15,United States,SWEETENED BISCUITS,"$93,826.80",,,,,,,
21-Dec-15,United States,RUM,"$215,789.08",,,,,,,
21-Dec-15,Canada,SWEETENED & UNSWEETENED BISCUITS,"$39,340.80",,,,,,,
22-Dec-15,United States,PLUS,"$38,550.00",,,,,,,
23-Dec-15,Canada,RUM,"$410,212.18",,,,,,,
28-Dec-15,Canada,BREADFRUIT,"$2,250.00",,,,,,,
30-Dec-15,United States,RUM,"$6,557.36",,,,,,,
30-Dec-15,United States,RUM,"$35,012.00",,,,,,,
30-Dec-15,Canada,BREADFRUIT,"$5,000.00",,,,,,,
04-Jan-16,United States,RUM,"$59,130.08",,,,,,,
05-Jan-16,United States,SAILS,"$2,026.26",,,,,,,
05-Jan-16,United States,SAILS,"$2,824.76",,,,,,,
05-Jan-16,United States,SAILS,"$21,405.00",,,,,,,
05-Jan-16,United States,RESISTORS,"$60,385.00",,,,,,,
05-Jan-16,United States,RUM,"$197,703.08",,,,,,,
05-Jan-16,Canada,RUM,"$180,530.56",,,,,,,
05-Jan-16,Canada,RUM,"$93,769.90",,,,,,,
06-Jan-16,United States,SAILS,"$1,839.98",,,,,,,
06-Jan-16,United States,RUM,"$256,768.00",,,,,,,
07-Jan-16,United States,RUM,"$1,260,080.48",,,,,,,
08-Jan-16,United States,RUM,"$192,359.08",,,,,,,
08-Jan-16,Canada,RUM,"$52,977.08",,,,,,,
11-Jan-16,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
11-Jan-16,Canada,RUM,"$187,888.42",,,,,,,
12-Jan-16,United States,SAILS,"$1,671.00",,,,,,,
12-Jan-16,United States,SAILS,"$3,393.80",,,,,,,
12-Jan-16,United States,SAILS,$978.08,,,,,,,
12-Jan-16,United States,SAILS,"$1,285.76",,,,,,,
12-Jan-16,United States,RUM,"$194,909.08",,,,,,,
13-Jan-16,United States,UNSWEETENED BISCUITS,"$100,502.00",,,,,,,
13-Jan-16,United States,TORTUGA RUM CAKES,"$55,999.20",,,,,,,
15-Jan-16,United States,RUM,"$191,989.08",,,,,,,
18-Jan-16,United States,RESISTORS,"$397,092.02",,,,,,,
18-Jan-16,United States,RUM,"$99,761.00",,,,,,,
18-Jan-16,United States,RUM,"$402,898.16",,,,,,,
19-Jan-16,United States,SAILS,"$2,451.50",,,,,,,
19-Jan-16,United States,SAILS,"$3,940.20",,,,,,,
19-Jan-16,United States,SAILS,"$2,423.52",,,,,,,
19-Jan-16,United States,SAILS,"$16,725.46",,,,,,,
19-Jan-16,United States,SAILS,"$9,809.32",,,,,,,
19-Jan-16,Canada,CUT FLOWERS,$753.00,,,,,,,
19-Jan-16,Canada,CUT FLOWERS,"$3,561.40",,,,,,,
19-Jan-16,Canada,BREADFRUIT,"$3,000.00",,,,,,,
25-Jan-16,United States,BREADFRUIT,$810.00,,,,,,,
25-Jan-16,Canada,RUM,"$187,084.84",,,,,,,
26-Jan-16,United States,SAILS,"$3,300.00",,,,,,,
26-Jan-16,United States,SAILS,"$1,404.00",,,,,,,
26-Jan-16,United States,SAILS,"$10,614.30",,,,,,,
26-Jan-16,United States,SAILS,"$1,819.80",,,,,,,
26-Jan-16,United States,SAILS,"$4,590.00",,,,,,,
26-Jan-16,United States,SAILS,"$3,873.50",,,,,,,
26-Jan-16,United States,SAILS,"$3,767.16",,,,,,,
26-Jan-16,United States,SAILS,"$1,729.26",,,,,,,
26-Jan-16,United States,RESISTORS,"$189,980.70",,,,,,,
26-Jan-16,United States,RUM,"$203,737.08",,,,,,,
26-Jan-16,Canada,SAILS,"$2,744.00",,,,,,,
26-Jan-16,Canada,BREADFRUIT,"$3,000.00",,,,,,,
27-Jan-16,Canada,BREADFRUIT,"$12,000.00",,,,,,,
29-Jan-16,United States,RUM,"$119,835.94",,,,,,,
29-Jan-16,United States,RUM,"$101,206.60",,,,,,,
29-Jan-16,United States,RUM,"$386,634.16",,,,,,,
29-Jan-16,Canada,RUM,"$188,021.32",,,,,,,
29-Jan-16,Canada,RUM,"$55,294.46",,,,,,,
01-Feb-16,United States,RUM,"$193,317.08",,,,,,,
01-Feb-16,United States,USED VEGETABLE OIL,"$1,200.00",,,,,,,
02-Feb-16,United States,SAILS,"$7,571.18",,,,,,,
02-Feb-16,United States,SAILS,"$1,800.72",,,,,,,
02-Feb-16,United States,SAILS,"$10,100.00",,,,,,,
02-Feb-16,United States,SAILS,"$2,990.70",,,,,,,
03-Feb-16,United States,RESISTORS,"$213,670.24",,,,,,,
03-Feb-16,United States,TORTUGA RUM CAKES,"$112,876.00",,,,,,,
04-Feb-16,United States,RUM,"$961,474.16",,,,,,,
05-Feb-16,United States,UNSWEETENED BISCUITS,"$95,500.00",,,,,,,
05-Feb-16,Canada,CUT FLOWERS,"$2,347.00",,,,,,,
05-Feb-16,Canada,RUM,"$132,329.94",,,,,,,
05-Feb-16,Canada,CUT FLOWERS,"$2,427.40",,,,,,,
08-Feb-16,United States,RUM,"$90,110.42",,,,,,,
08-Feb-16,Canada,RUM,"$178,440.72",,,,,,,
08-Feb-16,Canada,RUM,"$72,089.00",,,,,,,
08-Feb-16,Canada,RUM,"$117,358.58",,,,,,,
09-Feb-16,United States,PLUS,"$28,312.50",,,,,,,
09-Feb-16,United States,SAILS,"$15,134.18",,,,,,,
09-Feb-16,United States,SAILS,"$29,146.46",,,,,,,
09-Feb-16,United States,SAILS,"$9,921.16",,,,,,,
09-Feb-16,United States,SAILS,"$1,226.00",,,,,,,
09-Feb-16,United States,RUM,"$218,693.08",,,,,,,
09-Feb-16,United States,TORTUGA RUM CAKES,"$118,096.00",,,,,,,
10-Feb-16,United States,RESISTORS,"$128,487.30",,,,,,,
12-Feb-16,Canada,RUM,"$10,714.00",,,,,,,
15-Feb-16,United States,RESISTORS,"$157,453.32",,,,,,,
15-Feb-16,United States,RUM,"$196,613.08",,,,,,,
16-Feb-16,United States,SAILS,"$1,487.26",,,,,,,
16-Feb-16,United States,SAILS,"$1,108.00",,,,,,,
16-Feb-16,United States,SAILS,"$3,100.00",,,,,,,
16-Feb-16,United States,SAILS,"$1,960.70",,,,,,,
16-Feb-16,United States,SAILS,"$16,960.74",,,,,,,
16-Feb-16,United States,SAILS,"$8,748.00",,,,,,,
16-Feb-16,United States,SAILS,"$1,695.84",,,,,,,
16-Feb-16,United States,SAILS,"$3,083.20",,,,,,,
16-Feb-16,United States,SWEETENED BISCUITS,"$97,322.40",,,,,,,
16-Feb-16,United States,RUM,"$184,121.08",,,,,,,
16-Feb-16,United States,RUM,"$94,062.08",,,,,,,
16-Feb-16,United States,BEER,"$29,552.00",,,,,,,
17-Feb-16,United States,TORTUGA RUM CAKES,"$60,087.60",,,,,,,
18-Feb-16,United States,RESISTORS,"$195,555.50",,,,,,,
19-Feb-16,United States,RUM,"$60,158.02",,,,,,,
19-Feb-16,United States,RUM,"$28,722.12",,,,,,,
19-Feb-16,United States,RUM,"$153,210.02",,,,,,,
19-Feb-16,Canada,RUM,"$201,891.08",,,,,,,
22-Feb-16,United States,RUM,"$600,330.32",,,,,,,
22-Feb-16,United States,RUM,"$207,406.88",,,,,,,
23-Feb-16,United States,SAILS,"$1,640.00",,,,,,,
23-Feb-16,United States,SAILS,"$6,538.46",,,,,,,
23-Feb-16,United States,SAILS,"$11,860.94",,,,,,,
23-Feb-16,United States,SAILS,"$6,932.80",,,,,,,
23-Feb-16,United States,SAILS,"$13,441.32",,,,,,,
23-Feb-16,United States,SAILS,"$3,083.20",,,,,,,
24-Feb-16,United States,RUM,"$932,152.60",,,,,,,
24-Feb-16,United States,SAILS,"$7,144.00",,,,,,,
24-Feb-16,Canada,SWEETENED & UNSWEETENED BISCUITS,"$39,200.00",,,,,,,
24-Feb-16,Canada,RUM,"$403,308.46",,,,,,,
25-Feb-16,United States,RESISTORS,"$81,278.40",,,,,,,
25-Feb-16,United States,TORTUGA RUM CAKES,"$67,696.00",,,,,,,
25-Feb-16,Canada,RUM,"$13,054.80",,,,,,,
25-Feb-16,Canada,RUM,"$101,574.00",,,,,,,
29-Feb-16,United States,RUM,"$45,891.88",,,,,,,
01-Mar-16,United States,JUICE DRINKS,"$36,725.00",,,,,,,
01-Mar-16,United States,SAILS,"$1,343.00",,,,,,,
01-Mar-16,United States,SAILS,"$3,234.80",,,,,,,
01-Mar-16,United States,SAILS,"$6,801.30",,,,,,,
01-Mar-16,United States,SAILS,"$3,732.96",,,,,,,
01-Mar-16,United States,SAILS,"$18,313.00",,,,,,,
01-Mar-16,United States,SAILS,"$7,470.00",,,,,,,
01-Mar-16,United States,SAILS,"$4,321.30",,,,,,,
02-Mar-16,United States,RESISTORS,"$380,988.72",,,,,,,
03-Mar-16,United States,RUM,"$564,541.24",,,,,,,
03-Mar-16,United States,RUM,"$182,923.08",,,,,,,
03-Mar-16,United States,RUM,"$179,436.18",,,,,,,
07-Mar-16,United States,RESISTORS,"$70,749.42",,,,,,,
07-Mar-16,United States,RUM,"$184,613.08",,,,,,,
08-Mar-16,United States,SAILS,"$2,921.00",,,,,,,
08-Mar-16,United States,SAILS,"$9,723.62",,,,,,,
08-Mar-16,United States,SAILS,"$7,981.00",,,,,,,
08-Mar-16,United States,SAILS,"$8,576.68",,,,,,,
08-Mar-16,United States,SAILS,"$8,270.00",,,,,,,
08-Mar-16,United States,SAILS,"$1,650.00",,,,,,,
08-Mar-16,Canada,CUT FLOWERS,$558.00,,,,,,,
09-Mar-16,Canada,RUM,"$70,010.00",,,,,,,
09-Mar-16,Canada,RUM,"$201,721.90",,,,,,,
10-Mar-16,United States,RUM,"$584,713.64",,,,,,,
11-Mar-16,United States,RUM,"$189,313.08",,,,,,,
11-Mar-16,Canada,RUM,$428.88,,,,,,,
11-Mar-16,Canada,CUT FLOWERS,"$2,412.00",,,,,,,
11-Mar-16,Canada,CUT FLOWERS,"$2,625.60",,,,,,,
14-Mar-16,United States,RUM,"$222,507.48",,,,,,,
15-Mar-16,United States,SAILS,"$8,791.08",,,,,,,
15-Mar-16,United States,SAILS,"$14,485.78",,,,,,,
15-Mar-16,United States,SAILS,"$7,261.00",,,,,,,
15-Mar-16,United States,SAILS,"$6,172.40",,,,,,,
15-Mar-16,United States,SWEETENED BISCUITS,"$87,582.00",,,,,,,
