CommodityCode,Description, Export Value 
6704900000,"WIGS, FALSE BEARDS AND THE LIKE, OF OTHER MATERIALS", 20 
6908101000,GLAZED CERAMIC  WALL TILES ABLE TO BE FITTED IN SQUARE WITH SIDE < 7CM, 13 
6913900000,OTHER STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES, 20 
7010100000,AMPOULES , 72 
7010900000,"CARBOYS, BOTTLES, FLASKS, JARS,POTS PHIALS & OTH. CONTAINERS OF GLASS", 100 
7013990000,OTHER GLASSWARE , 44 
7116200000,ARTICLES OF PRECIOUS OR SEMI- PRECIOUS STONES," 1,000 "
7117900000,OTHER IMITATION JEWELLERY , 484 
7118909000,OTHER COIN ," 6,735 "
7323990000,"OTHER TABLE, KITCHEN OR HOUSEHOLD ARTICLES OF IRON OR STEEL, NES", 30 
7326909000,OTHER ARTICLES OF IRON OR STEEL , 888 
7419990000,OTHER ARTICLES OF COPPER ," 94,540 "
7612101000,ALUMINIUM COLLAPSIBLE CANS OF A CAPACITY NOT EXCEEDING 300 LITRES, 74 
7612901000,"OTHER ALUMINIUM CANS, OF A CAPACITY < = 300 LITRES", 19 
8204110000,NON-ADJUSTABLE HAND-OPERATED SPANNERS AND WRENCHES," 1,160 "
8204120000,ADJUSTABLE HAND-OPERATED SPANNERS AND WRENCHES, 580 
8205590000,OTHER HAND TOOLS  (INCLUDING GLAZIER'S  DIAMONDS)," 34,887 "
8205900000,"SETS OF ARTICLES, TWO\MORE OF THE FORGOING SUBHEADINGS", 200 
8207900000,OTHER INTERCHANGEABLE TOOLS FOR HAND WHETHER OR NOT POWER OPERATED, 4 
8301700000,KEYS PRESENTED SEPARATELY , 3 
8302490000,"OTHER MOUNTINGS, FITTINGS AND SIMILAR ARTICLES"," 6,930 "
8407290000,OTHER SPARK-IGNITION MARINE PROPULSION ENGINES," 40,000 "
8409911000,PARTS SUITABLE FOR SPARK-IGNITION ENGINES FOR ROAD MOTOR VEHICLES, 623 
8409912000,PARTS SUITABLE FOR SPARK-IGNITION ENGINES FOR MARINE CRAFT, 4 
8409919000,PARTS SUITABLE FOR OTHER SPARK- IGNITION PISTON ENGINES," 4,813 "
8409991000,PARTS SUITABLE FOR OTHER ROAD MOTOR VEHICLES DIESEL ENGINES, 20 
8413110000,PUMPS FOR DISPENSING FUEL /UBRICANTS USED IN FILLING-STATIONS OR GARAGES, 400 
8413810000,OTHER PUMPS ," 26,250 "
8413919000,OTHER PARTS FOR PUMPS ," 1,450 "
8414300000,COMPRESSORS OF A KIND USED FOR REFRIGERATING  EQUIPMENT, 733 
8431390000,"OTH.PARTS USED SOLELY WITH OTH.LIFT- ING, LOADING & UNLOADING MACHINERY", 20 
8467290000,OTHER SELF-CONTAINED ELECTRIC MOTOR TOOLS FOR WORKING IN THE HAND, 2 
8467890000,"OTHER HAND-TOOLS, HYDRAULIC OR WITH SELF-CONTAINED NON-ELECTRIC MOTOR"," 1,812 "
8471300000,"PORTABLE DIGITAL AUTOMATIC DATA PROCESSING MACHINES, WGT.<=10 KG ETC", 600 
8471490000,"OTHER DIGITAL AUTOMATIC DATA PROC. MACHINES, IN THE FORM OF SYSTEMS"," 6,000 "
8471700000,STORAGE UNITS ," 1,029 "
8471800000,OTHER UNITS OF AUTOMATIC DATA PROCESSING MACHINES," 4,900 "
8473290000,OTHER PARTS & ACCESSORIES OF MACHINES OF HEADING 84.70, 558 
8473300000,PARTS & ACCESSORIES OF THE MACHINES OF HEADING 84.71, 30 
8473400000,PARTS & ACCESSORIES OF THE MACHINES OF HEADING 84.72," 1,827 "
8478900000,PARTS OF MACHINERY FOR PREPARING OR MAKING UP TOBACCO," 3,169 "
8481800000,"OTHER APPLIANCES FOR PIPES, BOILER SHELLS, ETC. (INCL. TAPS & VALVES)"," 11,600 "
8483101000,TRANSMISSION SHAFTS AND CRANKS FOR ROAD MOTOR VEHICLE ENGINES, 500 
8485900000,OTHER MACHINERY PARTS WITHOUT COILS INSULATORS /OTH. ELEC. FEATURES NES," 40,000 "
8504400000,STATIC CONVERTERS (E.G. RECTIFIERS) ," 3,600 "
8506500000,"PRIMARY CELLS AND PRIMARY BATTERIES, OF LITHIUM"," 55,000 "
8511800000,OTHER EQUIPMENT USED WITH SPARK IGNITION INTERNAL COMBUSTION ENGINES, 230 
8516900000,"PARTS OF ELECTRIC WATER HEATERS, ELECTRO-THERMIC APPARATUS ETC.", 12 
8517500000,"OTHER APPARATUS, FOR CARRIER-CURRENT LINE SYS. / FOR DIGITAL LINE SYSTEMS"," 52,000 "
8518220000,"MULTIPLE LOUDSPEAKERS, MOUNTED IN THE SAME  ENCLOSURE"," 1,000 "
8518290000,"OTHER LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES", 600 
8518300000,"HEADPHONES, EARPHONES AND SETS WITH MICROPHONES & 1OR MORE LOUDSPEAKERS", 238 
8519290000,OTHER RECORD PLAYERS ," 1,502 "
8519990000,OTHER SOUND REPRODUCING APPARATUS, 908 
8523909000,OTHER PREPARED UNRECORDED MEDIA FOR SOUND RECORDING ETC., 10 
8524991000,"AUDIO COMPACT DISCS, RECORDED ", 5 
8524992000,"OTHER COMPACT DISCS, RECORDED ", 25 
8524999000,OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, 2 
8525201000,PORTABLE RADIO-TELEPHONES ," 4,553 "
8525400000,"STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS, DIGITAL CAMS", 500 
8526920000,RADIO REMOTE CONTROL APPARATUS , 200 
8528210000,COLOUR VIDEO MONITORS ," 2,000 "
8529900000,OTHER PARTS SUITABLE FOR USE WITH APPARATUS OF HEADINGS 85.25 TO 85.28, 100 
8531809000,OTHER ELECTRICAL SOUND OR VISUAL SIGNALLING APPARATUS N.E.S., 50 
8533390000,OTHER WIREWOUND VARIABLE RESISTORS INCL. RHEOSTATS & POTENTIOMETERS," 3,630,110 "
8539490000,ULTRA-VIOLET OR INFRA-RED LAMPS , 128 
8542210000,DIGITAL MONOLITHIC  INTEGRATED CIRCUITS, 23 
8609000000,CONTAINERS EQUIPPED & DESIGNED FOR CARRIAGE BY 1 OR> MODE OF TRANSPORT," 123,192 "
8703219010,OTHER OF A CYLINDER CAPACITY NOT EXC ," 23,925 "
8708290000,OTHER PARTS & ACCESSORIES OF BODIES FOR MOTOR VEH. OF HEAD 87.01- 87.05, 20 
8708409000,OTHER GEAR BOXES ," 11,738 "
8708809000,OTHER SUSPENSION SHOCK-ABSORBERS , 300 
8708999000,OTHER PARTS & ACCESSORIES FOR MOTOR VEHICLES OF HEADINGS 87.02 TO 87.05," 1,299 "
8803300000,OTHER PARTS OF AEROPLANES OR HELICOPTERS," 493,502 "
8803900000,OTHER PARTS OF GOODS OF HEADING 88.01 OR 88.02," 30,189 "
8903910000,"SAILBOATS, WITH OR WITHOUT AUXILIARY MOTOR"," 1,595,713 "
9004100000,SUNGLASSES , 200 
9004900000,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE ETC. EXCL SUNGLASSES", 150 
9015300000,LEVELS ," 4,534 "
9015800000,"OTHER SURVEYING INSTRUMENTS FOR HYDROGRAPHIC, OCEANOGRAPHIC ETC USES"," 1,028,582 "
9018900000,"OTH. INSTRUMENTS & APPLIANCES USED IN MEDICAL, SURGICAL/VET.  SCIENCES"," 686,547 "
9019100000,"MECHANO-THERAPY APPLIANCES, MASSAGE APPARATUS,PSYCHOLOG. APPARATUS ETC.", 42 
9021390000,OTHER ARTIFICIAL PARTS OF THE BODY ," 249,226 "
9021400000,"HEARING AIDS, EXCLUDING PARTS AND ACCESSORIES"," 2,300 "
9021900000,OTH. APPLIANCES IMPLANTED IN THE BODY TO COMPENSATE FOR A DEFECT," 426,297 "
9024100000,"MACHINES & APPLIANCES FOR TESTING THE HARDNESS, STRENGTH ETC OF METALS"," 1,740 "
9026100000,INSTR. & APPARATUS FOR MEASURING \ CHECKING THE FLOW \ LEVEL OF LIQUIDS, 210 
9026800000,OTH INSTR. TO MEASURE/CHECK THE FLOW OF OTHER VARIABLES OF LIQUIDS/GASES," 2,450 "
9027800000,OTH. INSTR. FOR PHYSICAL/CHEMICAL ANALYSIS FOR MEASURING VISCOSITY ETC," 4,000 "
9029200000,SPEED INDICATORS AND TACHOMETERS; STROBOSCOPES, 5 
9030890000,OTH. INSTRUMENTS & APPARATUS TO MEASURE/CHECK ELECTRICAL QUANTITIES," 104,504 "
9031800000,"OTHER MEASURING\CHECKING INSTRUMENTS APPLIANCES,AND MACHINES N.E.S."," 85,160 "
9032890000,OTHER AUTOMATIC REGULATING OR CONTROLLING INSTRUMENTS & APPARATUS," 2,610 "
9033000000,"PARTS/ACCESSORIES, NES, FOR MACHINES APPLIANCES, INSTRUMENTS OF CHP 90"," 27,789 "
9102190000,OTHER ELECTRICALLY OPERATED WRIST- WATCHES, 229 
9401790000,OTHER SEATS WITH METAL FRAMES ," 4,800 "
9403609090,OTHER WOODEN FURNITURE , 850 
9403709000,OTHER PLASTIC FURNITURE ," 1,002 "
9405100000,CHANDELIERS & OTH ELECTRIC CEILING/ WALL LIGHTING FITTINGS," 4,300 "
9506290000,"WATER-SKIS, SURF-BOARDS AND OTHER WATER-SPORT EQUIPMENT", 500 
9506610000,LAWN-TENNIS BALLS , 40 
9506991000,ARTICLES AND EQUIPMENT FOR CRICKET ," 4,040 "
9701101000,PAINTINGS ," 96,809 "
9705000000,"COLLECTIONS/COLLECTOR'S PIECES OF ZOOLOG.,BOTAN.,HISTORIC.ETC.INTEREST", 12 
9801100000,HOUSEHOLD EFFECTS ," 33,716 "
9801200000,PERSONAL EFFECTS ," 655,461 "
9801300000,USED PROFESSIONAL APPARATUS ," 10,000 "
9801400000,NON-COMMERCIAL ITEMS ," 5,751 "
